target_cbsa,cbsa_code,county_geoid,tract_geoid,year,eligible_v1,gate_pop,gate_price,gate_density,pop_growth_5yr,units_per_1k_3yr,pop_density,price_proxy_pctl,commute_intensity_b,growth_raw,units_raw,headroom_raw,price_raw,commute_raw,z_growth,z_units,z_headroom,z_price,z_commute,contrib_growth,contrib_units,contrib_headroom,contrib_price,contrib_commute,tract_score,tract_rank,why_tags,is_scored
27260,27260,12031,12031013733,2024,0,1,0,1,NA,1332.134982264404,1126.367988319583,0.7621336996336996,22.297943944213916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013800,2024,0,0,1,1,-0.09538608654076022,2448.1148696264972,1017.5335710822421,0.6720467032967032,12.741450871788452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013901,2024,0,0,1,1,-0.09395411153910568,1712.3228589032653,2349.1932017651952,0.4905769230769231,15.095571996675256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013902,2024,0,0,1,1,-0.1435201713673688,1930.7350284840904,3072.3191676598376,0.5985027472527472,16.515996297291647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013904,2024,0,1,1,0,0.16910460992907803,1756.1453396524485,6266.624321903575,0.47577380952380954,22.743805975100592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013905,2024,0,0,0,0,0.05866403746610796,2156.8490492821106,3944.5280072128844,0.9586126373626374,13.397436709261534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031013906,2024,0,0,0,1,0.008742434431741762,2058.5925925925926,2331.330139768834,0.9580815018315019,15.943189720332578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014001,2024,0,0,0,0,-0.053200692041522495,2115.958580782701,4322.653278329874,0.839217032967033,13.914472014761298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014002,2024,0,1,0,1,0.1263625353249899,3320.3106332138586,2107.2060554457303,0.7794184981684982,8.365062222222223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014101,2024,0,0,0,0,0.0556989247311828,1887.0781557683165,3390.9047550775686,0.8654441391941392,14.056869641874167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014103,2024,0,1,0,0,NA,3350.331525015069,4400.919552392677,0.816996336996337,10.976117621818364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014104,2024,0,1,0,0,NA,4382.056133711762,8168.347058924904,0.7881456043956043,8.311153058814602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014203,2024,0,0,0,1,-0.14612146722790137,2174.5696400625975,2688.134029201221,0.8419642857142857,18.479286177260153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014204,2024,0,0,0,1,0.14924757781900638,1661.6442451420028,2020.8047897352988,0.9083195970695971,11.231613243209225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014205,2024,0,0,0,0,NA,3428.448063163089,6662.7579637486915,0.7653205128205128,10.309095368566698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014206,2024,0,0,0,0,NA,6970.403812390268,5731.283423751281,0.9106410256410256,16.914765432098765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
